20230101,22
20230102,18
20230103,17
20230104,17
20230105,44
20230106,36
20230107,30
20230108,21
20230109,17
20230110,16
20230111,16
20230112,44
20230113,36
20230114,29
20230115,21
20230116,16
20230117,17
20230118,17
20230119,45
20230120,35
20230121,29
20230122,20
20230123,16
20230124,16
20230125,16
20230126,43
20230127,35
20230128,29
20230129,21
20230130,16
20230131,16
20230201,16
20230202,42
20230203,33
20230204,28
20230205,20
20230206,16
20230207,16
20230208,16
20230209,39
20230210,32
20230211,27
20230212,20
20230213,16
20230214,16
20230215,15
20230216,37
20230217,31
20230218,26
20230219,20
20230220,16
20230221,16
20230222,15
20230223,21
20230224,19
20230225,20
20230226,20
20230227,22
20230228,24
20230301,22
20230302,23
20230303,23
20230304,23
20230305,24
20230306,24
20230307,24
20230308,24
20230309,24
20230310,23
20230311,21
20230312,21
20230313,21
20230314,21
20230315,21
20230316,19
20230317,21
20230318,20
20230319,20
20230320,18
20230321,17
20230322,19
20230323,18
20230324,19
20230325,19
20230326,18
20230327,18
20230328,17
20230329,18
20230330,18
20230331,17
20230401,17
20230402,16
20230403,16
20230404,16
20230405,15
20230406,15
20230407,15
20230408,14
20230409,14
20230410,13
20230411,12
20230412,13
20230413,13
20230414,14
20230415,15
20230416,14
20230417,13
20230418,13
20230419,13
20230420,12
20230421,11
20230422,12
20230423,11
20230424,12
20230425,12
20230426,12
20230427,11
20230428,12
20230429,11
20230430,11
20230501,12
20230502,12
20230503,11
20230504,12
20230505,13
20230506,14
20230507,14
20230508,13
20230509,12
20230510,11
20230511,12
20230512,12
20230513,13
20230514,13
20230515,12
20230516,11
20230517,12
20230518,11
20230519,11
20230520,12
20230521,13
20230522,14
20230523,17
20230524,17
20230525,17
20230526,17
20230527,17
20230528,17
20230529,17
20230530,18
20230531,19
20230601,18
20230602,18
20230603,17
20230604,17
20230605,18
20230606,18
20230607,18
20230608,18
20230609,17
20230610,17
20230611,18
20230612,18
20230613,18
20230614,19
20230615,19
20230616,20
20230617,21
20230618,20
20230619,20
20230620,20
20230621,20
20230622,20
20230623,20
20230624,20
20230625,20
20230626,20
20230627,20
20230628,19
20230629,19
20230630,19
20230701,19
20230702,19
20230703,20
20230704,20
20230705,20
20230706,21
20230707,21
20230708,20
20230709,20
20230710,20
20230711,20
20230712,19
20230713,19
20230714,19
20230715,20
20230716,20
20230717,19
20230718,19
20230719,19
20230726,23
20230727,19
20230728,19
20230729,20
20230730,20
20230731,20
20230801,20
20230802,20
20230803,20
20230804,21
20230805,21
20230806,21
20230807,22
20230808,22
20230809,21
20230810,22
20230811,21
20230812,22
20230813,22
20230814,20
20230815,20
20230816,19
20230817,18
20230818,19
20230819,18
20230820,19
20230821,20
20230822,21
20230823,21
20230824,22
20230825,22
20230826,21
20230827,21
20230828,21
20230829,22
20230830,23
20230831,23
20230901,23
20230902,22
20230903,22
20230904,22
20230905,21
20230906,21
20230907,21
20230908,21
20230909,22
20230910,22
20230911,23
20230912,23
20230913,23
20230914,23
20230915,24
20230916,23
20230917,24
20230918,24
20230919,24
20230920,25
20230921,25
20230922,25
20230923,24
20230924,23
20230925,23
20230926,23
20230927,23
20230928,23
20230929,22
20230930,22
20231001,22
20231002,22
20231003,21
20231004,21
20231005,21
20231006,21
20231007,21
20231008,21
20231009,21
20231010,20
20231011,19
20231012,18
20231013,18
20231014,19
20231015,18
20231016,18
20231017,17
20231018,17
20231019,17
20231020,17
20231021,17
20231022,17
20231023,18
20231024,18
20231025,18
20231026,17
20231029,17
20231030,17
20231031,17
20231101,17
20231102,16
20231103,16
20231104,17
20231105,17
20231106,17
20231107,17
20231108,17
20231109,17
20231110,18
20231111,18
20231112,18
20231113,18
20231114,18
20231115,18
20231116,18
20231117,18
20231118,18
20231119,18
20231120,18
20231121,17
20231122,18
20231123,18
20231124,18
20231125,19
20231126,20
20231127,21
20231128,22
20231129,23
20231130,23
20231201,22
20231202,22
20231203,21
20231204,21
20231205,21
20231206,21
20231207,20
20231208,19
20231209,19
20231210,19
20231211,19
20231212,19
20231213,20
20231214,21
20231215,22
20231216,21
20231217,21
20231218,21
20231219,21
20231220,21
20231221,21
20231222,21
20231223,20
20231224,19
20231225,18
20231226,18
20231227,17
20231228,18
20231229,18
20231230,19
20231231,20
