20230101,24
20230102,24
20230103,22
20230104,40
20230105,33
20230106,30
20230107,13
20230108,25
20230109,24
20230110,21
20230111,41
20230112,32
20230113,29
20230114,12
20230115,24
20230116,25
20230117,22
20230118,42
20230119,32
20230120,28
20230121,11
20230122,23
20230123,23
20230124,20
20230125,39
20230126,30
20230127,27
20230128,13
20230129,23
20230130,23
20230131,21
20230201,39
20230202,30
20230203,27
20230204,14
20230205,23
20230206,23
20230207,21
20230208,37
20230209,29
20230210,27
20230211,14
20230212,23
20230213,23
20230214,21
20230215,37
20230216,29
20230217,27
20230218,15
20230219,23
20230220,22
20230221,20
20230222,35
20230223,24
20230224,23
20230225,24
20230226,25
20230227,26
20230228,27
20230301,26
20230302,26
20230303,27
20230304,27
20230305,27
20230306,26
20230307,26
20230308,26
20230309,26
20230310,27
20230311,27
20230312,27
20230313,26
20230314,28
20230315,28
20230316,26
20230317,27
20230318,27
20230319,27
20230320,26
20230321,26
20230322,26
20230323,27
20230324,25
20230325,25
20230326,25
20230327,27
20230328,27
20230329,27
20230330,28
20230331,27
20230401,26
20230402,26
20230403,26
20230404,26
20230405,25
20230406,26
20230407,26
20230408,27
20230409,27
20230410,27
20230411,27
20230412,26
20230413,26
20230414,26
20230415,26
20230416,26
20230417,26
20230418,25
20230419,24
20230420,24
20230421,24
20230422,23
20230423,23
20230424,23
20230425,22
20230426,22
20230427,22
20230428,22
20230429,21
20230430,21
20230501,23
20230502,27
20230503,31
20230504,34
20230505,37
20230506,38
20230507,40
20230508,42
20230509,43
20230510,46
20230511,48
20230512,50
20230513,54
20230514,56
20230515,60
20230516,64
20230517,67
20230518,71
20230519,74
20230520,77
20230521,80
20230522,83
20230523,86
20230524,89
20230525,91
20230526,93
20230527,96
20230528,97
20230529,98
20230530,99
20230531,100
20230601,100
20230602,100
20230603,100
20230604,100
20230605,100
20230606,99
20230607,99
20230608,99
20230609,100
20230610,100
20230611,100
20230612,100
20230613,100
20230614,99
20230615,99
20230616,100
20230617,95
20230618,95
20230619,94
20230620,94
20230621,94
20230622,88
20230623,84
20230624,79
20230625,72
20230626,75
20230627,79
20230628,79
20230629,81
20230630,81
20230701,85
20230702,89
20230703,91
20230704,92
20230705,92
20230706,95
20230707,97
20230708,98
20230709,98
20230710,99
20230711,99
20230712,99
20230713,99
20230714,98
20230715,98
20230716,98
20230717,98
20230718,98
20230719,98
20230726,91
20230727,88
20230728,87
20230729,90
20230730,91
20230731,93
20230801,94
20230802,93
20230803,93
20230804,94
20230805,93
20230806,92
20230807,93
20230808,93
20230809,94
20230810,95
20230811,95
20230812,96
20230813,96
20230814,95
20230815,93
20230816,93
20230817,93
20230818,92
20230819,91
20230820,90
20230821,89
20230822,89
20230823,89
20230824,87
20230825,88
20230826,87
20230827,87
20230828,86
20230829,87
20230830,87
20230831,88
20230901,89
20230902,88
20230903,87
20230904,86
20230905,83
20230906,82
20230907,81
20230908,81
20230909,80
20230910,79
20230911,78
20230912,76
20230913,75
20230914,73
20230915,72
20230916,70
20230917,68
20230918,67
20230919,66
20230920,66
20230921,65
20230922,63
20230923,64
20230924,65
20230925,65
20230926,66
20230927,65
20230928,65
20230929,64
20230930,66
20231001,67
20231002,68
20231003,69
20231004,70
20231005,71
20231006,74
20231007,75
20231008,77
20231009,76
20231010,73
20231011,73
20231012,70
20231013,68
20231014,66
20231015,63
20231016,61
20231017,61
20231018,58
20231019,56
20231020,53
20231021,51
20231022,49
20231023,48
20231024,48
20231025,46
20231026,46
20231029,43
20231030,42
20231031,39
20231101,37
20231102,35
20231103,34
20231104,33
20231105,31
20231106,30
20231107,29
20231108,28
20231109,28
20231110,27
20231111,27
20231112,26
20231113,25
20231114,25
20231115,24
20231116,24
20231117,24
20231118,24
20231119,23
20231120,22
20231121,22
20231122,21
20231123,19
20231124,19
20231125,17
20231126,17
20231127,16
20231128,16
20231129,16
20231130,15
20231201,14
20231202,15
20231203,14
20231204,13
20231205,12
20231206,13
20231207,14
20231208,15
20231209,15
20231210,16
20231211,16
20231212,16
20231213,15
20231214,15
20231215,16
20231216,16
20231217,18
20231218,20
20231219,20
20231220,21
20231221,22
20231222,23
20231223,23
20231224,24
20231225,24
20231226,24
20231227,24
20231228,24
20231229,24
20231230,24
20231231,25
