20230101,6
20230102,7
20230103,7
20230104,7
20230105,6
20230106,6
20230107,2
20230108,6
20230109,7
20230110,8
20230111,8
20230112,6
20230113,6
20230114,2
20230115,6
20230116,7
20230117,7
20230118,7
20230119,6
20230120,6
20230121,2
20230122,6
20230123,7
20230124,7
20230125,7
20230126,6
20230127,6
20230128,2
20230129,6
20230130,7
20230131,7
20230201,7
20230202,6
20230203,6
20230204,2
20230205,6
20230206,7
20230207,7
20230208,7
20230209,6
20230210,6
20230211,2
20230212,7
20230213,7
20230214,8
20230215,8
20230216,7
20230217,7
20230218,2
20230219,6
20230220,7
20230221,8
20230222,7
20230223,5
20230224,5
20230225,7
20230226,7
20230227,6
20230228,6
20230301,6
20230302,6
20230303,6
20230304,7
20230305,7
20230306,7
20230307,7
20230308,7
20230309,7
20230310,7
20230311,7
20230312,7
20230313,8
20230314,8
20230315,8
20230316,8
20230317,8
20230318,7
20230319,7
20230320,7
20230321,7
20230322,7
20230323,7
20230324,7
20230325,7
20230326,7
20230327,7
20230328,7
20230329,7
20230330,7
20230331,7
20230401,8
20230402,8
20230403,8
20230404,8
20230405,8
20230406,8
20230407,8
20230408,8
20230409,8
20230410,8
20230411,8
20230412,8
20230413,8
20230414,9
20230415,9
20230416,8
20230417,8
20230418,8
20230419,8
20230420,8
20230421,8
20230422,8
20230423,8
20230424,8
20230425,9
20230426,8
20230427,8
20230428,8
20230429,8
20230430,9
20230501,10
20230502,10
20230503,11
20230504,11
20230505,11
20230506,11
20230507,11
20230508,12
20230509,12
20230510,12
20230511,12
20230512,12
20230513,13
20230514,13
20230515,14
20230516,19
20230517,21
20230518,21
20230519,23
20230520,23
20230521,25
20230522,26
20230523,26
20230524,27
20230525,28
20230526,28
20230527,28
20230528,29
20230529,29
20230530,29
20230531,29
20230601,30
20230602,34
20230603,33
20230604,34
20230605,34
20230606,34
20230607,37
20230608,40
20230609,41
20230610,41
20230611,47
20230612,51
20230613,54
20230614,56
20230615,55
20230616,57
20230617,66
20230618,67
20230619,68
20230620,68
20230621,69
20230622,72
20230623,73
20230624,74
20230625,73
20230626,74
20230627,73
20230628,74
20230629,75
20230630,74
20230701,72
20230702,72
20230703,71
20230704,72
20230705,72
20230706,71
20230707,70
20230708,72
20230709,74
20230710,75
20230711,76
20230712,77
20230713,78
20230714,77
20230715,77
20230716,76
20230717,74
20230718,72
20230719,70
20230726,48
20230727,52
20230728,50
20230729,55
20230730,57
20230731,62
20230801,65
20230802,68
20230803,71
20230804,72
20230805,71
20230806,71
20230807,68
20230808,66
20230809,65
20230810,64
20230811,64
20230812,62
20230813,60
20230814,56
20230815,53
20230816,50
20230817,46
20230818,44
20230819,42
20230820,40
20230821,39
20230822,38
20230823,37
20230824,35
20230825,34
20230826,33
20230827,32
20230828,31
20230829,29
20230830,29
20230831,28
20230901,28
20230902,28
20230903,28
20230904,27
20230905,27
20230906,27
20230907,26
20230908,26
20230909,25
20230910,24
20230911,24
20230912,23
20230913,23
20230914,23
20230915,23
20230916,23
20230917,22
20230918,21
20230919,21
20230920,20
20230921,20
20230922,20
20230923,20
20230924,19
20230925,18
20230926,18
20230927,18
20230928,18
20230929,18
20230930,17
20231001,17
20231002,17
20231003,16
20231004,16
20231005,16
20231006,15
20231007,15
20231008,15
20231009,14
20231010,14
20231011,14
20231012,14
20231013,14
20231014,14
20231015,14
20231016,15
20231017,15
20231018,14
20231019,15
20231020,15
20231021,14
20231022,14
20231023,14
20231024,14
20231025,14
20231026,13
20231029,13
20231030,15
20231031,17
20231101,18
20231102,18
20231103,18
20231104,18
20231105,18
20231106,18
20231107,17
20231108,18
20231109,19
20231110,20
20231111,19
20231112,19
20231113,19
20231114,18
20231115,17
20231116,16
20231117,15
20231118,14
20231119,13
20231120,13
20231121,12
20231122,11
20231123,10
20231124,9
20231125,8
20231126,7
20231127,7
20231128,6
20231129,6
20231130,6
20231201,7
20231202,8
20231203,9
20231204,9
20231205,10
20231206,11
20231207,11
20231208,12
20231209,12
20231210,12
20231211,12
20231212,13
20231213,13
20231214,12
20231215,12
20231216,12
20231217,12
20231218,12
20231219,12
20231220,12
20231221,12
20231222,12
20231223,12
20231224,13
20231225,13
20231226,12
20231227,12
20231228,12
20231229,12
20231230,12
20231231,12
