20230101,17
20230102,10
20230103,15
20230104,12
20230105,16
20230106,15
20230107,9
20230108,16
20230109,9
20230110,15
20230111,13
20230112,17
20230113,15
20230114,9
20230115,17
20230116,9
20230117,8
20230118,13
20230119,16
20230120,15
20230121,10
20230122,16
20230123,10
20230124,6
20230125,13
20230126,16
20230127,15
20230128,11
20230129,12
20230130,11
20230131,6
20230201,13
20230202,16
20230203,15
20230204,12
20230205,12
20230206,12
20230207,6
20230208,14
20230209,17
20230210,15
20230211,14
20230212,13
20230213,13
20230214,7
20230215,14
20230216,17
20230217,15
20230218,15
20230219,13
20230220,13
20230221,14
20230222,16
20230223,14
20230224,13
20230225,12
20230226,12
20230227,12
20230228,12
20230301,12
20230302,12
20230303,12
20230304,12
20230305,12
20230306,12
20230307,12
20230308,11
20230309,11
20230310,11
20230311,10
20230312,10
20230313,9
20230314,9
20230315,9
20230316,9
20230317,9
20230318,8
20230319,8
20230320,8
20230321,8
20230322,8
20230323,8
20230324,8
20230325,8
20230326,9
20230327,10
20230328,11
20230329,11
20230330,12
20230331,13
20230401,15
20230402,15
20230403,15
20230404,14
20230405,14
20230406,15
20230407,15
20230408,16
20230409,15
20230410,16
20230411,16
20230412,17
20230413,17
20230414,16
20230415,17
20230416,18
20230417,18
20230418,19
20230419,19
20230420,19
20230421,18
20230422,19
20230423,19
20230424,20
20230425,20
20230426,21
20230427,22
20230428,22
20230429,21
20230430,21
20230501,22
20230502,23
20230503,24
20230504,24
20230505,24
20230506,26
20230507,28
20230508,29
20230509,29
20230510,30
20230511,31
20230512,37
20230513,39
20230514,40
20230515,40
20230516,40
20230517,42
20230518,43
20230519,44
20230520,44
20230521,44
20230522,44
20230523,47
20230524,47
20230525,48
20230526,49
20230527,50
20230528,51
20230529,55
20230530,55
20230531,55
20230601,55
20230602,56
20230603,58
20230604,59
20230605,61
20230606,60
20230607,61
20230608,62
20230609,62
20230610,62
20230611,61
20230612,62
20230613,64
20230614,66
20230615,67
20230616,67
20230617,67
20230618,70
20230619,70
20230620,69
20230621,69
20230622,71
20230623,73
20230624,75
20230625,76
20230626,76
20230627,76
20230628,77
20230629,77
20230630,77
20230701,76
20230702,74
20230703,74
20230704,74
20230705,74
20230706,73
20230707,72
20230708,72
20230709,73
20230710,74
20230711,75
20230712,76
20230713,78
20230714,78
20230715,80
20230716,83
20230717,84
20230718,86
20230719,87
20230726,96
20230727,96
20230728,95
20230729,91
20230730,89
20230731,90
20230801,90
20230802,89
20230803,87
20230804,85
20230805,84
20230806,83
20230807,80
20230808,79
20230809,79
20230810,78
20230811,77
20230812,78
20230813,78
20230814,78
20230815,77
20230816,77
20230817,76
20230818,76
20230819,76
20230820,74
20230821,74
20230822,73
20230823,71
20230824,69
20230825,67
20230826,65
20230827,64
20230828,63
20230829,62
20230830,60
20230831,59
20230901,59
20230902,60
20230903,61
20230904,62
20230905,63
20230906,63
20230907,64
20230908,62
20230909,61
20230910,59
20230911,57
20230912,55
20230913,54
20230914,52
20230915,50
20230916,48
20230917,45
20230918,41
20230919,38
20230920,36
20230921,34
20230922,32
20230923,31
20230924,30
20230925,29
20230926,28
20230927,26
20230928,25
20230929,24
20230930,23
20231001,22
20231002,20
20231003,20
20231004,18
20231005,17
20231006,17
20231007,16
20231008,16
20231009,16
20231010,17
20231011,16
20231012,17
20231013,16
20231014,16
20231015,17
20231016,17
20231017,18
20231018,19
20231019,20
20231020,20
20231021,20
20231022,18
20231023,17
20231024,17
20231025,17
20231026,16
20231029,15
20231030,15
20231031,15
20231101,14
20231102,15
20231103,15
20231104,15
20231105,17
20231106,17
20231107,18
20231108,17
20231109,17
20231110,17
20231111,17
20231112,17
20231113,17
20231114,17
20231115,17
20231116,17
20231117,18
20231118,18
20231119,19
20231120,20
20231121,20
20231122,20
20231123,18
20231124,17
20231125,16
20231126,15
20231127,14
20231128,13
20231129,13
20231130,13
20231201,13
20231202,13
20231203,13
20231204,13
20231205,13
20231206,14
20231207,15
20231208,16
20231209,17
20231210,18
20231211,18
20231212,19
20231213,19
20231214,19
20231215,19
20231216,18
20231217,18
20231218,17
20231219,16
20231220,16
20231221,15
20231222,15
20231223,15
20231224,15
20231225,15
20231226,14
20231227,14
20231228,14
20231229,14
20231230,13
20231231,13
